-34.777,6.304,16.555,12.842,-8.691,1.000,0.000
-35.515,6.259,16.922,12.796,-8.969,1.000,0.000
-35.871,6.699,17.632,13.122,-8.916,1.000,0.000
-36.663,6.693,17.916,13.175,-9.177,1.000,0.000
-37.388,6.861,18.173,13.661,-9.124,1.000,0.000
-38.005,6.938,18.296,13.764,-9.299,1.000,0.000
-38.664,6.995,18.598,14.107,-9.357,1.000,0.000
-39.635,7.032,18.769,14.008,-9.695,1.000,0.000
-39.796,7.288,19.465,14.606,-9.609,1.000,0.000
-40.439,7.283,19.676,14.572,-9.876,1.000,0.000
-41.348,7.413,19.792,14.914,-9.946,1.000,0.000
-41.984,7.552,20.160,15.139,-10.006,1.000,0.000
-42.211,7.549,20.621,15.375,-10.151,1.000,0.000
-42.926,7.565,20.844,15.280,-10.486,1.000,0.000
-43.713,7.757,21.157,15.746,-10.455,1.000,0.000
-44.700,7.973,21.331,15.848,-10.578,1.000,0.000
-45.024,8.045,21.978,16.211,-10.650,1.000,0.000
-45.451,8.000,22.073,16.505,-10.773,1.000,0.000
-45.913,8.005,22.479,16.587,-10.992,1.000,0.000
-46.973,8.307,22.697,16.759,-11.077,1.000,0.000
-47.199,8.273,23.281,16.850,-11.288,1.000,0.000
-48.210,8.621,23.328,17.434,-11.148,1.000,0.000
-48.415,8.550,23.863,17.546,-11.293,1.000,0.000
-48.951,8.528,23.868,18.059,-11.338,1.000,0.000
-50.221,8.844,24.130,17.973,-11.524,1.000,0.000
-50.386,8.853,24.904,18.122,-11.671,1.000,0.000
-51.092,9.144,25.118,18.409,-11.720,1.000,0.000
-51.845,8.982,25.162,18.439,-12.028,1.000,0.000
-52.578,9.309,25.800,18.777,-11.987,1.000,0.000
-52.991,9.403,26.217,18.781,-12.208,1.000,0.000
-53.530,9.433,26.441,19.348,-12.170,1.000,0.000
-54.375,9.513,26.448,19.364,-12.404,1.000,0.000
-54.331,9.380,27.209,19.322,-12.753,1.000,0.000
-55.759,9.760,27.111,19.866,-12.610,1.000,0.000
-55.602,9.558,27.109,19.718,-12.761,1.000,0.000
-56.953,9.999,27.779,20.269,-12.821,1.000,0.000
-57.471,10.223,28.420,20.490,-12.938,1.000,0.000
-58.150,10.038,28.415,20.595,-13.184,1.000,0.000
-58.931,10.110,28.727,20.781,-13.357,1.000,0.000
-59.649,10.348,28.929,21.203,-13.293,1.000,0.000
-60.253,10.356,29.275,21.309,-13.531,1.000,0.000
-60.685,10.712,29.868,21.746,-13.459,1.000,0.000
-60.984,10.735,30.441,22.101,-13.611,1.000,0.000
-61.761,10.791,30.463,21.909,-13.879,1.000,0.000
-62.666,10.783,30.659,22.197,-13.993,1.000,0.000
