-14865.772,-5533.254,-4508.431,57.720
-6475.441,-5988.010,13428.020,-2034.720
-14932.590,-5616.677,-4678.281,30.630
-16603.320,-5449.154,-4724.893,-215.410
-14237.014,-5574.428,-4850.166,-17.840
-14726.922,-5529.910,-4185.741,-7.530
-14605.920,-5554.368,-4256.154,-11.410
-14902.492,-5520.795,-3993.073,-20.150
-14964.585,-5572.007,-4141.228,-111.780
-14632.649,-5563.753,-5041.464,2.910
-14345.480,-5512.943,-4197.477,8.300
-13726.044,-5563.496,-5259.132,51.410
-14725.384,-5531.365,-4164.499,-3.410
-13863.128,-5530.768,-5075.772,31.740
-14744.914,-5539.867,-4313.805,6.030
-14683.797,-5530.399,-4054.613,-2.900
-14762.165,-5553.745,-4214.291,-60.620
-14679.136,-5527.166,-4041.839,-42.430
-14697.433,-5532.503,-4167.420,-2.670
-14756.213,-5526.222,-4158.643,2.170
-14660.043,-5518.474,-4046.233,-10.620
-14624.024,-6274.322,-1749.454,-1172.560
-14681.113,-5523.424,-4073.576,0.700
-14143.012,-5524.682,-4301.065,33.260
-14531.090,-5527.499,-4070.100,-25.570
-15260.527,-5510.957,-3690.217,-56.790
-14658.387,-5528.769,-4026.953,2.150
-16277.434,-5572.119,-3419.528,103.920
-14493.283,-5475.344,-4526.237,-84.600
-14613.632,-5501.629,-4259.506,-5.630
-14542.216,-5598.475,-4287.562,68.110
-14691.597,-5538.703,-4097.497,-5.730
-14787.946,-5528.336,-4157.353,-17.910
-14810.028,-5511.537,-4270.664,-4.850
-14535.884,-5542.852,-4386.210,12.110
-15014.249,-5585.580,-3935.665,91.810
-14535.085,-5548.307,-4073.631,18.980
-17625.615,-5906.302,-6013.435,499.660
-14701.062,-5529.783,-4180.767,-8.800
-14075.028,-5564.332,-4006.343,138.610
-14920.857,-5569.900,-4674.065,-29.690
-14703.592,-5535.379,-4245.434,-10.770
-14036.780,-5530.422,-4329.988,-3.240
-15052.201,-5465.444,-4230.730,-34.040
-14702.172,-5521.939,-4133.639,-7.960
-14678.072,-5535.567,-4138.992,2.620
-14657.066,-5534.439,-4302.643,-9.970
-14689.092,-5535.133,-4088.066,8.150
-14750.554,-5553.754,-4260.458,-1.280
-14736.026,-5577.829,-4043.557,0.970
-14724.854,-5536.145,-4122.039,-11.050
-9159.423,-5516.539,5501.324,165.650
-14718.329,-5531.234,-4146.536,-39.920
-14502.551,-5546.337,-5185.438,-107.330
-15813.608,-5453.270,-5073.941,-347.620
-14695.901,-5540.014,-4055.695,-8.300
