2.329,1.000
2.353,1.000
2.171,1.000
2.171,1.000
2.458,1.000
2.423,1.000
2.429,1.000
2.236,1.000
2.379,1.000
2.278,1.000
2.243,1.000
2.454,1.000
2.458,1.000
2.064,1.000
2.457,1.000
2.912,1.000
2.997,1.000
2.808,1.000
2.770,1.000
2.673,1.000
2.733,1.000
2.474,1.000
2.390,1.000
2.220,1.000
2.410,1.000
2.740,1.000
2.385,1.000
2.435,1.000
2.961,1.000
2.644,1.000
3.017,1.000
2.729,1.000
2.684,1.000
2.681,1.000
2.246,1.000
3.072,1.000
2.923,1.000
2.727,1.000
2.624,1.000
2.064,1.000
2.448,1.000
2.629,1.000
2.712,1.000
3.120,1.000
3.054,1.000
3.065,1.000
2.715,1.000
2.543,1.000
2.279,1.000
2.345,1.000
2.522,1.000
2.267,1.000
2.253,1.000
2.415,1.000
2.371,1.000
1.930,1.000
1.551,1.000
1.601,1.000
1.397,1.000
1.690,1.000
1.472,1.000
1.175,1.000
0.735,1.000
1.376,1.000
0.119,1.000
0.759,1.000
0.586,1.000
0.676,1.000
0.566,1.000
0.783,1.000
0.987,1.000
0.787,1.000
1.137,1.000
1.224,1.000
1.303,1.000
0.803,1.000
1.057,1.000
0.946,1.000
0.949,1.000
0.990,1.000
0.381,1.000
0.625,1.000
0.251,1.000
1.048,1.000
0.178,1.000
0.168,1.000
-0.104,1.000
0.348,1.000
-0.162,1.000
-0.017,1.000
-1.047,1.000
-0.047,1.000
-0.486,1.000
-1.027,0.000
-0.526,0.000
-1.175,0.000
-1.208,0.000
-0.731,0.000
-1.058,0.000
-0.698,0.000
-1.496,0.000
-1.418,0.000
-1.248,0.000
-1.316,0.000
-1.531,0.000
-1.507,0.000
-1.442,0.000
-1.773,0.000
-1.588,0.000
-1.819,0.000
-1.955,0.000
-2.620,0.000
-1.988,0.000
-2.149,0.000
-2.473,0.000
-3.183,0.000
-2.128,0.000
-3.166,0.000
-3.275,0.000
-2.924,0.000
-2.841,0.000
-3.088,0.000
-3.424,0.000
-3.225,0.000
-3.111,0.000
-3.498,0.000
-3.166,0.000
-2.830,0.000
-3.541,0.000
-3.536,0.000
-3.732,0.000
-3.269,0.000
-3.443,0.000
-3.486,0.000
-3.639,0.000
-3.133,0.000
-3.347,0.000
-3.283,0.000
-3.370,0.000
-3.680,0.000
-3.262,0.000
-3.316,0.000
-3.352,0.000
-3.345,0.000
-3.198,0.000
-3.580,0.000
-3.254,0.000
-3.303,0.000
-3.374,0.000
-3.483,0.000
-3.636,0.000
-3.472,0.000
-3.686,0.000
-3.385,0.000
-2.390,0.000
-1.476,0.000
-1.439,0.000
-0.679,0.000
